4000,0,0,0,0
0,0,254,254,254
1,0,248,248,248
2,0,254,255,255
3,0,254,254,254
4,0,251,206,208
5,0,237,27,36
6,0,235,26,35
7,0,236,27,36
8,0,237,27,36
9,0,232,25,33
10,0,236,27,36
11,0,237,27,36
12,0,244,179,181
13,0,254,254,254
14,0,255,255,254
15,0,253,252,252
16,0,252,252,252
17,0,255,255,255
18,0,253,253,253
19,0,252,252,252
0,1,247,247,247
1,1,241,241,241
2,1,247,248,247
3,1,236,91,97
4,1,232,46,54
5,1,232,25,34
6,1,231,25,33
7,1,231,26,34
8,1,232,25,34
9,1,228,24,31
10,1,232,25,34
11,1,232,25,34
12,1,229,41,48
13,1,233,51,59
14,1,234,51,59
15,1,231,51,59
16,1,236,86,93
17,1,247,248,248
18,1,246,246,246
19,1,245,245,245
0,2,254,254,254
1,2,247,247,247
2,2,254,254,254
3,2,186,75,68
4,2,168,30,22
5,2,169,30,21
6,2,168,29,21
7,2,184,43,23
8,2,243,93,27
9,2,238,91,25
10,2,223,79,28
11,2,146,20,25
12,2,208,68,25
13,2,243,98,47
14,2,244,117,122
15,2,241,117,122
16,2,245,141,145
17,2,254,254,254
18,2,252,252,252
19,2,252,252,252
0,3,254,254,254
1,3,248,248,248
2,3,255,255,255
3,3,106,78,51
4,3,69,34,0
5,3,69,34,0
6,3,68,34,0
7,3,106,66,3
8,3,254,194,14
9,3,248,188,11
10,3,204,157,15
11,3,10,10,10
12,3,175,133,12
13,3,254,205,63
14,3,254,254,255
15,3,252,253,253
16,3,252,252,252
17,3,255,254,255
18,3,253,253,253
19,3,252,252,252
0,4,247,247,247
1,4,198,190,182
2,4,87,57,27
3,4,199,148,16
4,4,193,143,13
5,4,67,33,0
6,4,192,141,12
7,4,231,174,12
8,4,248,188,11
9,4,242,183,9
10,4,199,152,13
11,4,9,9,9
12,4,170,130,10
13,4,247,190,17
14,4,248,195,39
15,4,246,194,40
16,4,247,203,73
17,4,247,248,248
18,4,246,246,246
19,4,245,245,245
0,5,254,254,254
1,5,199,189,179
2,5,68,34,0
3,5,216,162,13
4,5,214,161,16
5,5,68,34,0
6,5,155,109,9
7,5,194,142,10
8,5,254,194,15
9,5,247,188,12
10,5,223,171,16
11,5,107,83,12
12,5,138,105,11
13,5,175,135,13
14,5,254,194,15
15,5,252,192,16
16,5,253,199,39
17,5,254,230,159
18,5,251,243,218
19,5,252,252,252
0,6,254,254,254
1,6,199,189,180
2,6,69,35,0
3,6,217,162,13
4,6,214,161,16
5,6,68,35,0
6,6,68,34,0
7,6,106,66,3
8,6,254,194,14
9,6,248,188,11
10,6,254,193,15
11,6,255,194,14
12,6,83,64,9
13,6,58,46,10
14,6,255,194,15
15,6,252,192,16
16,6,252,192,14
17,6,255,193,15
18,6,251,229,165
19,6,252,252,252
0,7,253,253,253
1,7,236,235,233
2,7,216,211,205
3,7,126,94,47
4,7,126,85,9
5,7,218,162,11
6,7,215,160,11
7,7,224,168,13
8,7,253,193,16
9,7,246,188,13
10,7,212,163,17
11,7,55,46,16
12,7,23,20,11
13,7,18,17,11
14,7,55,46,16
15,7,55,45,16
16,7,92,83,53
17,7,251,242,212
18,7,250,247,236
19,7,251,251,251
0,8,251,251,251
1,8,244,244,244
2,8,251,251,251
3,8,163,145,128
4,8,163,133,78
5,8,252,192,14
6,8,249,190,13
7,8,251,191,15
8,8,252,192,14
9,8,245,187,11
10,8,221,169,16
11,8,102,81,17
12,8,99,79,16
13,8,102,85,34
14,8,104,104,104
15,8,103,103,103
16,8,131,131,131
17,8,251,251,251
18,8,249,249,249
19,8,249,249,249
0,9,254,254,254
1,9,248,248,248
2,9,254,255,255
3,9,254,254,254
4,9,254,241,201
5,9,255,194,14
6,9,252,192,13
7,9,254,193,15
8,9,254,194,14
9,9,248,188,11
10,9,254,193,15
11,9,255,194,14
12,9,248,188,11
13,9,254,206,63
14,9,254,254,254
15,9,252,253,253
16,9,252,252,252
17,9,255,255,255
18,9,253,253,253
19,9,252,252,252
